batch_id,storage_day,variety,storage_mode,initial_quality_score,curing_score,initial_weight_kg,temperature_C,relative_humidity_pct,mq135_gas_index,avg_temperature_24h_C,avg_humidity_24h_pct,avg_mq135_24h,hours_temp_above_27C_24h,hours_RH_above_65pct_24h,weight_loss_pct,decay_pct,sprouting_pct,remaining_shelf_life_days,usable_storage_endpoint_day,data_type
B037,105,White,Ventilated_ambient,0.811,0.862,10.96,29.48,56.42,254.47,29.93,56.62,255.17,6.19,0.12,4.33,72.76,89.51,0,82,synthetic_research_anchored
B171,18,Yellow,Ventilated_ambient,0.955,0.905,19.793,24.46,75.15,154.72,24.29,76.19,151.37,0.89,10.28,0.7,0.39,0.58,75,93,synthetic_research_anchored
B045,70,Red,Ventilated_ambient,0.901,0.797,15.245,29.53,87.97,200.69,29.6,88.11,196.04,4.03,24.0,4.74,15.19,10.63,36,106,synthetic_research_anchored
B063,0,Yellow,DOGR_like,0.86,0.692,16.634,24.27,58.74,139.36,24.33,58.87,138.55,0.33,0.02,0.2,0.0,0.04,120,120,synthetic_research_anchored
B059,92,Red,Warm_ambient,0.858,0.799,17.071,35.87,63.29,305.46,35.33,63.11,299.19,21.83,0.0,6.9,100.0,91.49,0,83,synthetic_research_anchored
B069,14,Red,Ventilated_ambient,0.899,0.946,17.775,33.59,73.09,175.79,33.16,72.92,170.58,16.31,8.71,1.08,0.35,0.0,81,95,synthetic_research_anchored
B125,54,Yellow,Ventilated_ambient,0.874,0.679,13.26,23.95,64.68,155.83,23.81,64.54,155.05,1.08,0.0,1.38,6.9,8.37,34,88,synthetic_research_anchored
B020,20,Yellow,Warm_ambient,0.899,0.764,19.121,33.35,68.06,180.93,33.5,67.49,188.3,14.13,2.62,1.58,1.27,1.75,52,72,synthetic_research_anchored
B169,20,Red,Ventilated_ambient,0.835,0.754,19.832,24.08,72.93,150.59,24.37,72.53,148.86,0.0,8.18,0.8,0.0,0.33,76,96,synthetic_research_anchored
B156,74,Red,DOGR_like,0.851,0.778,8.643,24.77,65.66,202.12,24.61,65.87,205.49,0.26,2.43,1.98,36.2,41.68,19,93,synthetic_research_anchored
B075,66,Red,Ventilated_ambient,0.89,0.863,11.502,32.31,63.21,198.5,32.45,63.07,195.21,12.88,1.26,3.76,37.36,32.02,21,87,synthetic_research_anchored
B005,100,White,DOGR_like,0.884,0.727,8.685,24.63,62.14,228.17,24.04,61.22,230.64,1.24,0.0,2.48,59.47,86.48,0,99,synthetic_research_anchored
B157,28,Yellow,Ventilated_ambient,0.944,0.888,15.186,35.41,60.55,167.56,35.65,59.61,163.89,19.97,0.0,1.8,1.25,0.86,50,78,synthetic_research_anchored
B059,8,Red,Warm_ambient,0.858,0.799,17.071,36.99,65.23,173.94,37.18,64.49,175.75,23.23,0.0,0.79,0.0,0.67,75,83,synthetic_research_anchored
B102,90,Yellow,Ventilated_ambient,0.921,0.96,11.592,35.36,64.84,264.59,35.55,65.06,262.78,22.14,0.0,6.53,75.83,65.37,12,102,synthetic_research_anchored
B022,81,Red,Ventilated_ambient,0.935,0.66,12.338,31.39,82.05,304.23,30.89,81.45,303.3,10.29,16.07,5.63,100.0,100.0,0,72,synthetic_research_anchored
B090,34,Yellow,DOGR_like,0.937,0.797,19.707,25.35,55.76,157.48,25.38,55.58,168.12,0.49,0.0,0.89,0.62,0.11,71,105,synthetic_research_anchored
B161,8,White,Ventilated_ambient,0.923,0.736,8.523,25.74,72.41,144.83,25.52,72.56,144.51,0.0,8.37,0.0,0.45,0.34,79,87,synthetic_research_anchored
B022,61,Red,Ventilated_ambient,0.935,0.66,12.338,28.59,78.79,247.53,28.69,79.32,251.68,2.61,14.43,3.28,68.13,58.42,11,72,synthetic_research_anchored
B175,31,Red,DOGR_like,0.893,0.805,11.153,27.98,68.34,152.44,27.86,68.33,150.32,0.93,5.09,1.14,1.11,1.27,62,93,synthetic_research_anchored
B163,90,Red,DOGR_like,0.825,0.63,11.864,24.71,57.84,230.75,24.57,58.59,232.55,3.04,0.0,2.41,67.17,89.15,0,78,synthetic_research_anchored
B006,103,Red,DOGR_like,0.963,0.805,13.428,23.8,61.09,233.01,23.58,61.12,230.41,0.0,2.4,2.73,53.74,79.55,7,110,synthetic_research_anchored
B007,93,Yellow,Ventilated_ambient,0.866,0.802,15.565,29.27,72.82,301.21,29.78,73.6,299.86,4.06,6.23,4.73,91.22,97.49,0,80,synthetic_research_anchored
B023,40,Red,Ventilated_ambient,0.802,0.933,16.83,33.57,74.94,175.09,33.5,75.01,177.15,16.74,12.24,3.08,4.28,3.2,41,81,synthetic_research_anchored
B031,74,Red,Ventilated_ambient,0.959,0.922,18.69,27.66,69.97,190.47,27.5,69.68,191.54,1.19,5.2,2.7,14.83,14.18,33,107,synthetic_research_anchored
B117,70,Red,Ventilated_ambient,0.869,0.668,15.262,32.76,70.91,295.8,32.65,71.61,299.69,13.37,5.43,4.75,90.83,72.74,6,76,synthetic_research_anchored
B016,7,Red,Warm_ambient,0.677,0.939,13.211,31.51,87.52,196.44,31.48,88.03,197.35,10.55,21.48,0.61,0.08,0.2,88,95,synthetic_research_anchored
B079,69,Yellow,Warm_ambient,0.883,0.761,17.054,34.05,92.0,320.29,34.19,92.19,317.77,18.57,24.0,6.99,100.0,75.0,9,78,synthetic_research_anchored
B121,92,Yellow,Warm_ambient,0.895,0.686,13.704,30.4,61.59,240.44,30.26,61.22,242.99,7.19,1.06,4.28,65.0,72.36,9,101,synthetic_research_anchored
B155,46,Yellow,Ventilated_ambient,0.877,0.98,14.015,33.55,57.41,163.35,33.26,57.4,164.76,15.03,0.44,2.95,0.6,0.0,74,120,synthetic_research_anchored
B173,95,Yellow,Ventilated_ambient,0.812,0.919,16.293,35.6,76.91,303.21,35.73,77.4,308.55,20.51,13.88,8.65,100.0,99.77,0,87,synthetic_research_anchored
B175,66,Red,DOGR_like,0.893,0.805,11.153,29.5,63.64,179.96,29.41,63.35,182.79,6.9,1.15,2.7,21.33,20.24,27,93,synthetic_research_anchored
B015,28,Red,Ventilated_ambient,0.901,0.863,8.41,30.18,73.78,177.17,30.22,73.31,180.53,7.85,9.57,1.37,0.75,0.38,52,80,synthetic_research_anchored
B056,5,Red,Ventilated_ambient,0.951,0.893,18.437,25.76,74.32,148.15,25.23,75.0,149.11,1.39,8.58,0.23,0.0,0.0,101,106,synthetic_research_anchored
B081,60,Yellow,Ventilated_ambient,0.966,0.926,10.344,30.56,64.74,148.16,30.72,65.18,143.24,8.62,1.35,2.64,4.02,5.32,41,101,synthetic_research_anchored
B050,91,Red,Ventilated_ambient,0.875,0.85,9.153,23.17,65.21,219.81,23.13,65.63,225.15,1.14,1.1,2.13,37.21,46.41,21,112,synthetic_research_anchored
B066,65,Red,Ventilated_ambient,0.927,0.879,8.326,33.14,69.75,194.88,33.21,70.0,194.1,14.78,3.98,4.63,29.17,23.39,26,91,synthetic_research_anchored
B111,75,Red,Warm_ambient,0.843,0.735,12.769,31.89,83.81,316.44,31.93,84.56,320.54,12.77,20.23,5.72,100.0,86.82,3,78,synthetic_research_anchored
B093,67,White,Ventilated_ambient,0.843,0.876,19.125,24.92,66.64,182.64,24.77,66.05,180.85,0.0,2.35,1.7,20.36,24.18,25,92,synthetic_research_anchored
B043,83,Red,Ventilated_ambient,0.809,0.876,18.684,32.33,67.15,295.93,32.39,67.15,293.98,12.29,1.7,5.66,88.6,91.46,0,74,synthetic_research_anchored
B141,36,Red,Warm_ambient,0.92,0.822,8.109,30.87,71.58,164.39,31.18,71.42,170.88,8.49,5.91,2.06,0.76,0.58,58,94,synthetic_research_anchored
B050,98,Red,Ventilated_ambient,0.875,0.85,9.153,24.25,62.52,212.51,24.1,62.54,204.65,0.0,1.52,2.78,47.68,64.96,14,112,synthetic_research_anchored
B089,57,Red,Warm_ambient,0.877,0.727,17.572,28.75,79.14,182.37,28.58,78.91,182.12,5.24,14.15,3.36,21.91,19.82,27,84,synthetic_research_anchored
B132,107,Yellow,DOGR_like,0.897,0.665,19.89,27.96,65.02,243.65,27.89,64.87,243.46,0.38,0.0,3.27,70.1,98.2,0,73,synthetic_research_anchored
B123,80,Yellow,Ventilated_ambient,0.837,0.802,13.128,28.04,63.5,223.88,27.48,64.11,225.17,4.23,0.0,2.8,52.31,60.76,12,92,synthetic_research_anchored
B059,83,Red,Warm_ambient,0.858,0.799,17.071,38.25,56.83,305.0,37.97,57.11,302.53,24.0,0.48,8.03,100.0,79.04,0,83,synthetic_research_anchored
B006,39,Red,DOGR_like,0.963,0.805,13.428,26.21,61.29,153.9,26.22,60.45,155.14,0.57,0.71,0.89,1.16,0.0,71,110,synthetic_research_anchored
B115,103,Yellow,Warm_ambient,0.907,0.86,9.002,27.0,76.89,271.09,26.87,76.26,276.86,0.0,9.93,4.23,78.95,100.0,0,90,synthetic_research_anchored
B140,4,White,Ventilated_ambient,0.831,0.764,10.568,29.19,64.25,175.2,29.3,63.96,165.7,3.42,0.0,0.04,0.65,0.29,69,73,synthetic_research_anchored
B119,43,White,Ventilated_ambient,0.847,0.761,16.084,30.32,78.69,189.31,30.47,79.02,191.63,8.13,11.76,2.72,13.34,11.68,30,73,synthetic_research_anchored
B032,78,Yellow,Ventilated_ambient,0.99,0.893,14.105,34.38,77.81,196.45,34.14,77.42,193.33,14.12,12.98,6.59,9.45,6.98,42,120,synthetic_research_anchored
B073,44,Yellow,Ventilated_ambient,0.893,0.948,8.099,33.63,65.8,167.31,33.43,65.5,171.26,15.61,2.76,3.04,0.01,0.0,72,116,synthetic_research_anchored
B039,73,Yellow,Warm_ambient,0.978,0.791,17.569,35.67,79.79,291.09,35.61,79.82,284.24,20.18,16.21,6.71,77.73,58.09,14,87,synthetic_research_anchored
B028,99,Red,DOGR_like,0.912,0.904,12.891,26.79,64.5,206.27,26.7,64.57,206.18,0.75,0.0,2.84,38.27,49.03,21,120,synthetic_research_anchored
B146,36,Yellow,Warm_ambient,0.906,0.824,12.681,31.8,74.5,171.29,31.61,74.8,170.3,13.28,9.23,2.57,1.44,2.37,44,80,synthetic_research_anchored
B066,35,Red,Ventilated_ambient,0.927,0.879,8.326,31.13,76.46,180.15,31.21,76.83,183.18,11.22,8.4,2.21,0.84,0.85,56,91,synthetic_research_anchored
B060,108,White,Ventilated_ambient,0.933,0.826,11.649,28.43,71.4,273.1,28.76,71.3,272.22,1.05,5.36,4.48,74.69,99.97,0,91,synthetic_research_anchored
B082,91,Yellow,Warm_ambient,0.915,0.786,12.152,28.66,73.31,299.36,28.44,73.06,295.29,3.37,7.64,3.94,87.48,100.0,0,65,synthetic_research_anchored
B129,12,Yellow,DOGR_like,0.923,0.877,19.566,29.38,64.25,142.04,29.31,63.68,145.69,7.38,0.0,0.55,0.16,0.37,108,120,synthetic_research_anchored
B107,102,Yellow,Ventilated_ambient,0.79,0.69,18.083,30.57,63.93,259.12,30.39,63.97,259.29,7.25,1.22,5.16,78.29,90.18,0,98,synthetic_research_anchored
B178,63,Yellow,DOGR_like,0.819,0.774,11.418,27.18,59.96,183.53,26.94,60.24,183.0,1.29,0.0,1.57,13.3,14.95,30,93,synthetic_research_anchored
B022,64,Red,Ventilated_ambient,0.935,0.66,12.338,29.01,83.03,280.28,28.71,82.45,277.32,4.64,18.03,3.57,85.73,70.47,8,72,synthetic_research_anchored
B018,76,Red,Ventilated_ambient,0.952,0.718,15.816,23.26,66.26,160.99,23.57,66.02,156.78,0.0,0.32,2.22,10.63,13.54,35,111,synthetic_research_anchored
B129,91,Yellow,DOGR_like,0.923,0.877,19.566,29.58,67.6,198.37,29.91,67.87,192.31,7.24,3.74,3.92,29.05,27.89,29,120,synthetic_research_anchored
B052,16,Red,Ventilated_ambient,0.898,0.758,16.704,30.18,79.2,155.69,30.45,79.18,152.12,9.85,14.12,0.98,0.0,0.8,96,112,synthetic_research_anchored
B159,120,Red,Ventilated_ambient,0.744,0.624,19.255,25.6,62.31,242.53,25.11,61.65,249.49,1.91,0.0,3.58,67.46,93.92,0,94,synthetic_research_anchored
B016,54,Red,Warm_ambient,0.677,0.939,13.211,31.03,86.08,189.76,31.26,86.13,188.69,9.75,20.48,4.08,5.53,4.65,41,95,synthetic_research_anchored
B150,36,Yellow,Ventilated_ambient,0.815,0.915,8.623,34.82,74.92,206.0,34.62,75.74,207.12,19.76,9.39,3.23,30.18,21.67,21,57,synthetic_research_anchored
B054,35,Yellow,Ventilated_ambient,0.964,0.805,14.51,29.69,67.48,131.08,29.51,66.42,129.8,7.32,2.45,1.36,0.15,0.0,66,101,synthetic_research_anchored
B092,107,Yellow,DOGR_like,0.85,0.781,11.079,27.55,59.68,229.17,27.59,60.18,223.67,1.53,0.43,2.96,66.06,94.18,0,72,synthetic_research_anchored
B051,115,Red,Warm_ambient,0.99,0.865,11.985,31.39,78.41,281.6,31.61,78.6,280.2,9.32,14.64,7.63,84.98,93.96,5,120,synthetic_research_anchored
B040,75,Yellow,Ventilated_ambient,0.924,0.886,18.176,31.48,78.93,302.34,30.94,78.92,304.89,12.14,13.46,5.24,100.0,89.93,0,74,synthetic_research_anchored
B156,93,Red,DOGR_like,0.851,0.778,8.643,24.13,62.93,218.54,23.71,62.71,214.37,0.0,0.86,2.67,59.91,84.62,0,93,synthetic_research_anchored
B165,17,Red,Ventilated_ambient,0.935,0.813,15.617,31.11,63.43,156.88,31.27,62.41,155.2,9.26,0.64,0.96,0.0,0.0,92,109,synthetic_research_anchored
B098,102,Yellow,Ventilated_ambient,0.906,0.851,8.952,33.32,65.78,301.56,32.8,66.42,305.16,15.77,0.73,6.43,100.0,98.75,0,66,synthetic_research_anchored
B143,102,Red,Ventilated_ambient,0.879,0.732,12.205,29.31,74.45,301.92,29.24,74.65,295.66,6.07,8.32,5.42,97.25,100.0,0,88,synthetic_research_anchored
B012,99,Yellow,Ventilated_ambient,0.883,0.655,9.702,25.5,81.68,282.19,25.51,82.65,285.14,0.0,16.08,4.58,78.69,89.35,6,105,synthetic_research_anchored
B180,66,Red,Ventilated_ambient,0.895,0.748,9.985,27.86,65.98,172.42,27.89,65.82,176.95,2.03,0.0,1.81,0.25,1.92,54,120,synthetic_research_anchored
B177,10,Red,DOGR_like,0.852,0.693,17.092,27.64,65.96,145.22,27.7,66.19,141.99,1.9,0.0,0.31,0.55,0.0,96,106,synthetic_research_anchored
B066,116,Red,Ventilated_ambient,0.927,0.879,8.326,33.41,78.88,306.47,33.53,79.11,307.67,13.4,13.56,8.88,100.0,100.0,0,91,synthetic_research_anchored
B021,85,Red,Ventilated_ambient,0.949,0.939,19.361,28.31,71.4,249.5,28.04,71.68,253.46,4.04,6.56,3.42,69.97,79.78,5,90,synthetic_research_anchored
B144,100,Yellow,Ventilated_ambient,0.872,0.765,15.441,33.69,62.84,307.53,33.57,63.05,310.8,17.28,0.89,6.41,100.0,94.0,0,79,synthetic_research_anchored
B171,36,Yellow,Ventilated_ambient,0.955,0.905,19.793,23.0,74.56,134.07,23.34,75.34,137.05,0.53,8.98,1.4,0.24,0.77,57,93,synthetic_research_anchored
B033,75,Red,Ventilated_ambient,0.899,0.912,14.14,34.22,67.5,163.02,33.96,67.06,159.01,17.86,4.95,5.31,5.87,4.71,45,120,synthetic_research_anchored
B164,104,Yellow,Ventilated_ambient,0.877,0.687,12.887,24.33,63.31,233.89,24.25,63.69,237.89,1.24,0.51,2.79,63.3,93.13,0,88,synthetic_research_anchored
B135,62,Red,Ventilated_ambient,0.844,0.662,8.589,27.46,76.78,162.56,27.55,76.41,153.28,0.0,10.1,2.57,16.73,16.61,30,92,synthetic_research_anchored
B056,75,Red,Ventilated_ambient,0.951,0.893,18.437,28.46,70.02,182.29,28.45,69.98,185.02,2.68,1.9,2.97,18.82,18.7,31,106,synthetic_research_anchored
B175,61,Red,DOGR_like,0.893,0.805,11.153,29.34,63.76,178.0,29.04,64.22,180.12,5.03,0.91,2.54,11.97,12.36,32,93,synthetic_research_anchored
B178,116,Yellow,DOGR_like,0.819,0.774,11.418,25.67,58.48,224.67,25.68,58.86,227.54,0.6,1.38,3.22,63.69,92.37,0,93,synthetic_research_anchored
B086,81,Red,Warm_ambient,0.861,0.731,19.175,33.06,76.29,296.7,33.1,76.72,294.34,14.41,8.49,5.62,100.0,90.06,0,81,synthetic_research_anchored
B020,27,Yellow,Warm_ambient,0.899,0.764,19.121,32.18,70.45,163.35,32.25,70.38,160.89,13.03,4.98,1.73,1.39,2.4,45,72,synthetic_research_anchored
B099,62,Yellow,DOGR_like,0.91,0.726,18.013,27.34,63.69,151.72,26.96,63.63,150.17,2.05,0.44,1.66,1.15,0.09,58,120,synthetic_research_anchored
B157,79,Yellow,Ventilated_ambient,0.944,0.888,15.186,34.08,60.21,276.65,34.03,60.7,282.44,16.35,1.02,5.11,88.82,81.2,0,78,synthetic_research_anchored
B057,22,Red,DOGR_like,0.882,0.977,9.443,24.66,59.23,146.15,24.24,58.97,148.88,0.5,0.0,0.54,0.0,0.0,92,114,synthetic_research_anchored
B142,59,White,Ventilated_ambient,0.963,0.742,16.589,31.99,77.83,274.76,32.25,77.12,279.25,10.07,12.09,4.06,73.7,55.5,12,71,synthetic_research_anchored
B164,23,Yellow,Ventilated_ambient,0.877,0.687,12.887,25.55,63.45,154.96,25.35,64.51,159.74,1.4,1.45,0.61,0.7,0.59,65,88,synthetic_research_anchored
B091,103,Yellow,DOGR_like,0.834,0.752,14.414,24.61,62.01,244.09,24.84,61.8,240.0,0.0,1.67,2.83,57.13,78.22,7,110,synthetic_research_anchored
B127,22,Red,Warm_ambient,0.905,0.695,13.112,29.21,73.41,156.19,29.0,73.35,157.11,5.22,8.29,1.16,1.22,0.25,54,76,synthetic_research_anchored
B041,74,White,Warm_ambient,0.985,0.828,10.177,36.53,76.28,295.06,36.34,76.05,299.2,21.82,10.43,6.65,100.0,91.73,0,71,synthetic_research_anchored
B010,110,White,DOGR_like,0.784,0.979,19.875,23.81,64.41,220.29,23.81,64.19,220.61,0.15,0.0,2.7,59.46,94.97,0,92,synthetic_research_anchored
B136,61,Red,Ventilated_ambient,0.895,0.793,14.366,33.75,60.1,178.91,33.8,60.21,182.63,15.8,1.43,4.25,10.08,10.24,36,97,synthetic_research_anchored
B004,94,Red,Ventilated_ambient,0.75,0.898,11.786,26.63,65.14,194.24,26.7,64.55,193.36,0.73,0.0,2.54,31.36,36.57,26,120,synthetic_research_anchored
B156,25,Red,DOGR_like,0.851,0.778,8.643,27.66,60.88,154.65,28.1,60.61,157.08,2.97,0.58,0.81,0.04,0.09,68,93,synthetic_research_anchored
B143,86,Red,Ventilated_ambient,0.879,0.732,12.205,29.28,72.78,264.27,29.41,72.19,258.56,4.61,9.16,4.3,85.74,87.06,2,88,synthetic_research_anchored
B129,118,Yellow,DOGR_like,0.923,0.877,19.566,31.8,69.01,257.99,31.64,68.71,250.74,12.27,6.35,6.92,79.63,91.22,2,120,synthetic_research_anchored
B033,76,Red,Ventilated_ambient,0.899,0.912,14.14,33.17,67.76,176.4,32.87,67.28,177.1,15.08,2.63,4.79,6.96,5.95,44,120,synthetic_research_anchored
B159,89,Red,Ventilated_ambient,0.744,0.624,19.255,23.62,63.7,210.15,23.75,63.31,213.17,0.82,0.0,2.39,58.3,78.71,5,94,synthetic_research_anchored
B029,0,Red,Ventilated_ambient,0.99,0.887,17.853,33.5,66.25,169.62,33.52,66.84,168.78,15.61,1.58,0.0,0.2,0.24,78,78,synthetic_research_anchored
B138,37,Red,DOGR_like,0.859,0.752,10.457,24.2,53.27,126.61,24.54,53.54,132.07,0.0,0.0,0.87,0.92,0.84,83,120,synthetic_research_anchored
B116,19,Red,DOGR_like,0.849,0.787,13.088,28.73,70.97,163.6,28.9,70.93,165.44,1.32,5.79,0.55,0.68,0.0,74,93,synthetic_research_anchored
B089,104,Red,Warm_ambient,0.877,0.727,17.572,30.13,83.58,297.16,30.45,83.35,294.05,7.74,17.68,7.01,100.0,100.0,0,84,synthetic_research_anchored
B075,107,Red,Ventilated_ambient,0.89,0.863,11.502,32.84,73.12,310.16,32.82,73.05,309.53,13.17,6.29,7.47,99.65,100.0,0,87,synthetic_research_anchored
B162,39,Red,Ventilated_ambient,0.85,0.823,16.89,26.99,76.91,160.63,26.63,77.29,160.16,1.58,12.18,1.58,0.75,0.6,57,96,synthetic_research_anchored
B158,9,Red,Ventilated_ambient,0.858,0.876,18.257,31.32,71.19,162.81,30.9,71.54,164.98,10.35,4.44,0.67,0.0,0.26,91,100,synthetic_research_anchored
B051,95,Red,Warm_ambient,0.99,0.865,11.985,28.85,78.42,239.26,28.67,78.51,238.5,4.08,12.79,4.74,44.58,41.53,25,120,synthetic_research_anchored
B030,10,Red,Ventilated_ambient,0.964,0.673,11.013,25.91,60.41,162.35,25.67,61.62,161.35,0.0,0.0,0.0,1.0,0.01,76,86,synthetic_research_anchored
B150,50,Yellow,Ventilated_ambient,0.815,0.915,8.623,34.45,74.73,272.11,34.01,74.84,274.1,17.13,7.97,4.12,88.19,62.34,7,57,synthetic_research_anchored
B093,69,White,Ventilated_ambient,0.843,0.876,19.125,24.19,69.49,200.71,24.1,69.48,201.24,0.0,3.37,2.45,26.63,30.33,23,92,synthetic_research_anchored
B118,6,Yellow,Ventilated_ambient,0.943,0.825,17.475,34.03,62.92,150.97,34.15,63.23,154.7,16.46,0.0,0.54,0.39,0.0,75,81,synthetic_research_anchored
B112,44,Yellow,Ventilated_ambient,0.841,0.828,14.367,28.85,64.29,160.53,28.69,64.27,158.68,5.88,0.22,1.96,0.37,1.37,76,120,synthetic_research_anchored
B165,34,Red,Ventilated_ambient,0.935,0.813,15.617,30.44,68.7,169.95,30.62,69.19,168.39,8.24,2.68,1.84,0.01,0.69,75,109,synthetic_research_anchored
B018,60,Red,Ventilated_ambient,0.952,0.718,15.816,22.58,61.18,154.33,22.19,60.94,157.61,0.3,0.99,1.65,2.27,2.57,51,111,synthetic_research_anchored
B173,83,Yellow,Ventilated_ambient,0.812,0.919,16.293,34.97,77.5,291.07,34.74,77.39,289.83,19.63,11.66,7.62,95.36,84.71,4,87,synthetic_research_anchored
B006,63,Red,DOGR_like,0.963,0.805,13.428,24.95,60.75,164.96,24.86,61.1,157.46,1.42,1.26,1.58,2.03,2.5,47,110,synthetic_research_anchored
B010,73,White,DOGR_like,0.784,0.979,19.875,23.99,60.19,189.11,24.05,60.22,184.01,0.0,0.0,2.05,31.72,39.9,19,92,synthetic_research_anchored
B037,31,White,Ventilated_ambient,0.811,0.862,10.96,29.35,55.77,157.98,29.51,56.54,162.15,5.67,0.77,1.32,0.63,1.1,51,82,synthetic_research_anchored
B043,112,Red,Ventilated_ambient,0.809,0.876,18.684,34.02,65.23,290.65,33.79,65.66,292.86,17.26,1.58,7.69,97.13,97.16,0,74,synthetic_research_anchored
B073,91,Yellow,Ventilated_ambient,0.893,0.948,8.099,32.18,70.85,248.05,32.16,70.51,244.23,11.9,5.85,5.74,46.85,37.48,25,116,synthetic_research_anchored
B077,93,Red,Warm_ambient,0.858,0.928,10.363,27.66,84.79,218.26,27.84,85.14,214.93,2.1,19.51,4.92,41.55,36.54,27,120,synthetic_research_anchored
B046,119,White,DOGR_like,0.819,0.826,19.921,28.05,64.21,251.76,28.47,64.5,256.17,3.26,0.0,4.0,66.63,96.49,0,82,synthetic_research_anchored
B054,4,Yellow,Ventilated_ambient,0.964,0.805,14.51,29.46,66.73,152.22,29.27,65.99,155.13,4.23,0.0,0.42,1.04,0.0,97,101,synthetic_research_anchored
B140,9,White,Ventilated_ambient,0.831,0.764,10.568,30.6,61.92,153.24,31.1,62.26,148.41,8.04,0.0,0.37,0.57,0.18,64,73,synthetic_research_anchored
B075,54,Red,Ventilated_ambient,0.89,0.863,11.502,33.32,67.47,180.62,33.11,67.41,180.89,13.5,1.71,3.24,11.48,10.62,33,87,synthetic_research_anchored
B011,9,Red,Warm_ambient,0.9,0.748,17.493,36.42,76.02,194.55,36.64,75.94,190.06,24.0,10.29,0.98,0.88,1.0,54,63,synthetic_research_anchored
B004,68,Red,Ventilated_ambient,0.75,0.898,11.786,30.9,60.71,143.31,30.65,62.09,142.08,10.23,0.0,2.86,2.14,2.26,52,120,synthetic_research_anchored
B167,49,Yellow,Ventilated_ambient,0.81,0.722,11.9,31.22,68.87,169.9,30.9,69.83,166.27,10.21,3.68,2.4,1.15,0.78,56,105,synthetic_research_anchored
B085,48,Yellow,Warm_ambient,0.916,0.854,15.599,29.03,56.09,153.84,29.19,56.94,151.28,4.45,0.0,1.48,1.74,1.33,51,99,synthetic_research_anchored
B165,68,Red,Ventilated_ambient,0.935,0.813,15.617,32.04,69.33,155.83,31.81,68.67,153.1,12.3,4.12,3.91,6.62,7.06,41,109,synthetic_research_anchored
B049,18,Yellow,Warm_ambient,0.985,0.916,18.709,36.32,72.71,180.15,36.39,73.09,182.64,22.16,8.07,1.43,0.89,1.63,48,66,synthetic_research_anchored
B170,27,Red,Warm_ambient,0.869,0.704,14.978,26.41,73.14,157.63,26.37,73.28,163.76,0.0,8.74,0.83,0.45,0.0,57,84,synthetic_research_anchored
B042,23,Red,Ventilated_ambient,0.829,0.946,10.717,36.02,66.87,181.96,35.7,67.12,185.95,21.98,1.8,1.41,0.0,0.0,88,111,synthetic_research_anchored
B124,120,Red,Warm_ambient,0.923,0.821,11.539,40.48,80.22,331.71,40.49,80.36,335.34,24.0,15.77,14.18,100.0,100.0,0,89,synthetic_research_anchored
B087,88,Yellow,Ventilated_ambient,0.773,0.879,11.239,35.43,75.9,309.03,35.2,76.48,315.8,20.43,10.23,7.98,93.41,76.84,9,97,synthetic_research_anchored
B030,67,Red,Ventilated_ambient,0.964,0.673,11.013,30.18,64.07,210.69,30.11,62.95,213.84,7.28,0.0,3.29,40.7,37.9,19,86,synthetic_research_anchored
B129,56,Yellow,DOGR_like,0.923,0.877,19.566,28.14,64.82,134.06,28.22,63.62,129.15,5.71,0.0,1.76,0.0,1.12,64,120,synthetic_research_anchored
B156,71,Red,DOGR_like,0.851,0.778,8.643,23.59,62.21,203.16,24.01,62.28,205.54,1.2,2.65,1.79,28.13,34.1,22,93,synthetic_research_anchored
B158,8,Red,Ventilated_ambient,0.858,0.876,18.257,32.7,67.04,159.83,32.73,67.34,163.98,13.8,2.46,0.16,0.0,0.0,92,100,synthetic_research_anchored
B129,28,Yellow,DOGR_like,0.923,0.877,19.566,29.23,62.77,144.86,29.28,62.69,143.53,5.16,1.09,1.24,0.0,0.61,92,120,synthetic_research_anchored
B023,32,Red,Ventilated_ambient,0.802,0.933,16.83,36.05,78.23,187.73,35.99,77.69,180.38,22.6,13.48,3.33,0.07,0.82,49,81,synthetic_research_anchored
B173,62,Yellow,Ventilated_ambient,0.812,0.919,16.293,36.12,80.83,233.76,36.89,80.53,237.49,21.03,13.79,6.11,35.38,24.89,25,87,synthetic_research_anchored
B174,79,Yellow,Ventilated_ambient,0.844,0.814,11.93,32.25,65.27,201.01,32.45,65.49,197.92,13.49,0.0,4.58,15.83,13.7,35,114,synthetic_research_anchored
B071,19,Yellow,Ventilated_ambient,0.878,0.844,11.813,32.01,82.12,163.53,32.16,82.02,170.2,11.57,15.7,1.6,1.48,0.0,62,81,synthetic_research_anchored
B084,119,Red,Ventilated_ambient,0.835,0.734,19.633,26.31,72.7,253.77,25.93,72.51,257.29,0.0,8.87,4.47,73.01,100.0,0,93,synthetic_research_anchored
B079,91,Yellow,Warm_ambient,0.883,0.761,17.054,33.68,92.0,325.12,33.71,92.5,325.68,14.99,24.0,8.66,100.0,100.0,0,78,synthetic_research_anchored
B133,32,Red,DOGR_like,0.9,0.98,19.308,24.38,64.95,153.38,24.39,64.4,155.3,0.0,0.06,0.83,0.0,0.0,73,105,synthetic_research_anchored
